ID	y1	y2	y3
1	4.54077811533716	4.18194104089821	3.5271406149932
2	3.70667555703876	4.79643210750428	3.2488507051803
3	3.93927302821211	3.27777320143481	3.77929609261064
4	4.27131492711143	4.52854012608869	4.75878926014701
5	3.64313457852449	4.31453859452195	3.12988788443059
6	2.86036279379074	2.09748861478793	0.623633834424999
7	4.26202116052791	4.87736846006347	3.54644055978994
8	2.84040060879582	4.67221745242715	4.83836404192318
9	3.20871164763785	2.41735993332475	1.8264764491021
10	3.00057933108889	3.22387720461064	3.7595940523324
11	3.73391851757536	5.81110609647191	4.70804206951065
12	4.18783346016331	4.11005360355215	4.09002842013714
13	5.39786835454394	6.25575342800566	5.10285428040834
14	3.27952448861036	4.71088658640595	4.46165404704763
15	4.29886318517535	3.93125309941704	4.50184552223161
16	4.52714133120637	5.29629014031106	3.39485767006767
17	5.77044784609116	4.73017963304718	4.95700583605704
18	5.8833603304219	6.19890358484005	5.61762900052823
19	1.22448826351431	1.77092055399503	0.820544332564367
20	2.59060277623366	1.60106795856955	0.944663635789779
21	2.44208081072757	1.20071247020842	1.35447892801111
22	3.62253859398689	2.11334033171125	2.41394281756422
23	2.16275644112391	3.30978275137079	2.15054574714522
24	3.19745455192366	2.99886030552005	4.40422896892348
25	4.32754242449058	3.87161324331953	4.43357787028541
26	0.389037015904165	1.26692228271525	0.297527851327308
27	4.81657871647075	5.29914510765817	5.15964070618813
28	2.06384271933884	3.94899283391189	1.99127397193747
29	1.78337690944636	3.63035395548834	3.02950358737241
30	1.74318915391625	1.4363631330543	1.5157241731294
31	3.03285287039485	2.27294538948226	3.10624318872593
32	4.13952546470157	2.27352937013478	3.76072063734533
33	3.33976156003254	1.60808386606097	1.29398368389481
34	2.50337260621466	3.16817091450501	4.30360192690469
35	4.93383369115752	3.64980488664995	3.33779839691368
36	2.33449007018068	4.4773268328409	2.619296145295
37	3.41146263042688	4.00234726468189	5.21246371946164
38	4.98448790162058	5.69719173681147	4.00300055400137
39	4.75559360607238	5.1059156700166	4.8105766250349
40	3.81751518253183	2.87535878798523	4.08295258117273
41	3.53800341392423	3.18457782586445	2.79022690956147
42	2.65509737843727	4.49284409380486	3.53884316859233
43	2.06184271359441	3.32743703946501	2.33451871027193
44	2.43944474026719	1.98553642598144	1.6807247105747
45	4.09968006431397	5.24453955447453	3.97144771944269
46	4.06276687663502	4.81005554659419	3.39186174986634
47	2.86565930912007	4.82672250194833	4.33211066058237
48	4.36173583567746	4.81804202048739	3.95022326086532
49	3.3955686784661	4.66173429115196	4.49437900160402
50	5.12653981540197	5.75515545360226	4.41217610427708
51	5.98571147721723	5.95871244635782	6.53837410977591
52	1.51643440667096	2.26654804880368	1.45171822680232
53	4.32180821919158	5.64843577441665	3.89507574157567
54	4.07417693274685	4.23531396230797	2.8019201082264
55	3.88673200199445	3.89839518827927	3.60011415691674
56	4.31174799125645	5.36963642519204	6.40090489872238
57	4.27331403339581	4.39971749902528	4.06714273027746
58	4.03301535752089	3.70096041377921	3.60916275436923
59	3.23993933136832	2.59090489954266	2.92116376253074
60	5.85564148765676	4.10021752714967	4.75810367554861
61	4.52543958498967	5.08231856114663	5.13899954249562
62	3.87491691860002	4.27356894278143	3.69410699559355
63	2.79732998157213	3.79799653147239	2.99336887164587
64	4.46127684483978	5.18466126184339	3.55201496635845
65	3.198353651968	2.92560860948934	3.17387904587224
66	3.96327113902849	3.31157267551697	4.46169601659992
67	3.22076999793016	4.35298471195771	3.64489523144094
68	4.07186328489952	3.20736456711087	2.88684118787141
69	4.76303594761577	5.57133095544655	4.11987931857275
70	4.2263315889781	4.01172917339909	3.03479683046626
71	6.09374455146413	4.83783984212138	5.39502225980237
72	3.81884103076896	2.3835162766911	2.9894081824588
73	1.90338666059273	2.02013543314582	2.12097139907532
74	3.70338794293964	5.29508490723863	4.043483860409
75	3.95755506281731	5.53554620571362	5.26695095034583
76	2.63454433166228	4.2836348201294	5.24857286769106
77	2.79687181868989	5.04308446097228	3.71657623402599
78	4.39457991233231	4.86876549008267	2.70730946370935
79	4.56271999778319	4.6153274776923	4.08514967600004
80	5.23156546333376	3.70456175321335	4.83797513994219
81	1.3781037392205	0.769870372076138	0.703855426975347
82	4.26755201650945	5.22137230880835	4.06075022086253
83	1.53037737101199	0.563597431346322	2.72924054684277
84	2.97481568818483	2.8765016832241	4.48257148680753
85	5.93423104576302	5.60495902249736	5.68127992039923
86	4.54476082962859	5.16756670515724	4.88279600757209
87	4.98907683020107	4.25110673178561	4.2844178339141
88	3.47317732044596	3.67943008694696	3.97726141315994
89	4.72094331836098	5.11675498237805	4.91639460220133
90	3.98129823664491	4.21905685224324	4.21420637604439
91	2.94803403454387	5.87868618735914	3.78598331287686
92	5.80602541153489	4.19743334212412	5.50768896370185
93	2.46293663349266	2.9722389380458	4.08674159480262
94	2.10870188806177	3.50779246374081	3.78656661567081
95	6.59397259975711	5.99242421663593	4.53490580297656
96	2.45306074990596	4.1277442608408	2.96008996490138
97	2.7441482674819	2.82689816695274	3.64670763923935
98	4.7897087408821	3.41571495890396	4.9540805963964
99	2.94461717288195	2.92833517472358	3.32015331551554
